"county","grade_level","sex","total_overweight","total_obese","total_overweight_or_obese","total_healthy","num_asian","num_black","num_hisp","num_am_ind","num_white","num_female","num_male","num_lep","num_multi","num_swd","num_ecdis"
"OSWEGO","ELEMENTARY","FEMALE",165,165,347,527,2,7,25,3,1261,621,689,7,12,200,946
"OSWEGO","ELEMENTARY","FEMALE",165,165,347,527,5,3,10,3,748,361,423,1,15,103,383
"OSWEGO","ELEMENTARY","FEMALE",165,165,347,527,6,9,24,2,1615,838,866,1,48,172,885
"OSWEGO","ELEMENTARY","MALE",163,163,364,635,6,8,18,6,1063,569,562,0,30,231,746
"OSWEGO","ELEMENTARY","MALE",163,163,364,635,19,39,190,8,3016,1619,1742,37,89,591,2088
"OSWEGO","ELEMENTARY","MALE",163,163,364,635,2,7,25,3,1261,621,689,7,12,200,946
"OSWEGO","ELEMENTARY","MALE",163,163,364,635,5,3,10,3,748,361,423,1,15,103,383
"OSWEGO","ELEMENTARY","MALE",163,163,364,635,6,9,24,2,1615,838,866,1,48,172,885
"OSWEGO","MIDDLE/HIGH","FEMALE",94,94,247,284,6,8,18,6,1063,569,562,0,30,231,746
"OSWEGO","MIDDLE/HIGH","FEMALE",94,94,247,284,19,39,190,8,3016,1619,1742,37,89,591,2088
"OSWEGO","MIDDLE/HIGH","FEMALE",94,94,247,284,2,7,25,3,1261,621,689,7,12,200,946
"OSWEGO","MIDDLE/HIGH","FEMALE",94,94,247,284,5,3,10,3,748,361,423,1,15,103,383
"OSWEGO","MIDDLE/HIGH","FEMALE",94,94,247,284,6,9,24,2,1615,838,866,1,48,172,885
"OSWEGO","MIDDLE/HIGH","MALE",98,98,248,279,6,8,18,6,1063,569,562,0,30,231,746
"OSWEGO","MIDDLE/HIGH","MALE",98,98,248,279,19,39,190,8,3016,1619,1742,37,89,591,2088
"OSWEGO","MIDDLE/HIGH","MALE",98,98,248,279,2,7,25,3,1261,621,689,7,12,200,946
"OSWEGO","MIDDLE/HIGH","MALE",98,98,248,279,5,3,10,3,748,361,423,1,15,103,383
"OSWEGO","MIDDLE/HIGH","MALE",98,98,248,279,6,9,24,2,1615,838,866,1,48,172,885
"OTSEGO","ELEMENTARY","FEMALE",36,36,80,169,71,101,158,1,1438,881,949,18,61,328,434
"OTSEGO","ELEMENTARY","FEMALE",36,36,80,169,27,15,26,1,746,405,413,0,3,88,231
"OTSEGO","ELEMENTARY","MALE",31,31,70,218,71,101,158,1,1438,881,949,18,61,328,434
"OTSEGO","ELEMENTARY","MALE",31,31,70,218,27,15,26,1,746,405,413,0,3,88,231
"OTSEGO","MIDDLE/HIGH","FEMALE",33,33,57,148,71,101,158,1,1438,881,949,18,61,328,434
"OTSEGO","MIDDLE/HIGH","FEMALE",33,33,57,148,27,15,26,1,746,405,413,0,3,88,231
"OTSEGO","MIDDLE/HIGH","MALE",29,29,71,130,71,101,158,1,1438,881,949,18,61,328,434
"OTSEGO","MIDDLE/HIGH","MALE",29,29,71,130,27,15,26,1,746,405,413,0,3,88,231
"PUTNAM","ELEMENTARY","FEMALE",106,106,215,448,91,107,1170,7,2478,1945,2028,158,120,608,1257
"PUTNAM","ELEMENTARY","FEMALE",106,106,215,448,31,12,80,1,657,373,421,12,13,99,134
"PUTNAM","ELEMENTARY","FEMALE",106,106,215,448,87,74,1256,4,1561,1450,1616,361,84,411,1212
"PUTNAM","ELEMENTARY","MALE",120,120,263,421,91,107,1170,7,2478,1945,2028,158,120,608,1257
"PUTNAM","ELEMENTARY","MALE",120,120,263,421,87,74,1256,4,1561,1450,1616,361,84,411,1212
"PUTNAM","MIDDLE/HIGH","FEMALE",104,104,198,252,91,107,1170,7,2478,1945,2028,158,120,608,1257
"PUTNAM","MIDDLE/HIGH","FEMALE",104,104,198,252,87,74,1256,4,1561,1450,1616,361,84,411,1212
"PUTNAM","MIDDLE/HIGH","MALE",99,99,231,351,91,107,1170,7,2478,1945,2028,158,120,608,1257
"PUTNAM","MIDDLE/HIGH","MALE",99,99,231,351,31,12,80,1,657,373,421,12,13,99,134
"PUTNAM","MIDDLE/HIGH","MALE",99,99,231,351,87,74,1256,4,1561,1450,1616,361,84,411,1212
"RENSSELAER","ELEMENTARY","FEMALE",194,194,350,570,274,131,231,8,3225,2038,2050,56,219,587,1037
"RENSSELAER","ELEMENTARY","FEMALE",194,194,350,570,23,21,90,1,2434,1328,1337,13,96,448,658
"RENSSELAER","ELEMENTARY","FEMALE",194,194,350,570,70,1221,774,9,1624,2046,2092,116,440,744,3074
"RENSSELAER","ELEMENTARY","MALE",166,166,314,692,274,131,231,8,3225,2038,2050,56,219,587,1037
"RENSSELAER","ELEMENTARY","MALE",166,166,314,692,23,21,90,1,2434,1328,1337,13,96,448,658
"RENSSELAER","ELEMENTARY","MALE",166,166,314,692,70,1221,774,9,1624,2046,2092,116,440,744,3074
"RENSSELAER","MIDDLE/HIGH","FEMALE",146,146,255,434,274,131,231,8,3225,2038,2050,56,219,587,1037
"RENSSELAER","MIDDLE/HIGH","FEMALE",146,146,255,434,23,21,90,1,2434,1328,1337,13,96,448,658
"RENSSELAER","MIDDLE/HIGH","FEMALE",146,146,255,434,70,1221,774,9,1624,2046,2092,116,440,744,3074
"RENSSELAER","MIDDLE/HIGH","MALE",122,122,244,503,274,131,231,8,3225,2038,2050,56,219,587,1037
"RENSSELAER","MIDDLE/HIGH","MALE",122,122,244,503,23,21,90,1,2434,1328,1337,13,96,448,658
"RENSSELAER","MIDDLE/HIGH","MALE",122,122,244,503,70,1221,774,9,1624,2046,2092,116,440,744,3074
"ROCKLAND","ELEMENTARY","FEMALE",240,240,499,1018,362,159,622,2,1063,1116,1146,151,54,270,603
"ROCKLAND","ELEMENTARY","FEMALE",240,240,499,1018,281,1090,4854,16,1849,4024,4156,1109,90,1183,4464
"ROCKLAND","ELEMENTARY","FEMALE",240,240,499,1018,249,58,525,1,2047,1529,1482,146,131,333,456
"ROCKLAND","ELEMENTARY","FEMALE",240,240,499,1018,117,36,343,1,1832,1160,1221,83,52,276,338
"ROCKLAND","ELEMENTARY","MALE",262,262,555,1074,362,159,622,2,1063,1116,1146,151,54,270,603
"ROCKLAND","ELEMENTARY","MALE",262,262,555,1074,281,1090,4854,16,1849,4024,4156,1109,90,1183,4464
"ROCKLAND","ELEMENTARY","MALE",262,262,555,1074,249,58,525,1,2047,1529,1482,146,131,333,456
"ROCKLAND","ELEMENTARY","MALE",262,262,555,1074,117,36,343,1,1832,1160,1221,83,52,276,338
"ROCKLAND","MIDDLE/HIGH","FEMALE",218,218,394,759,362,159,622,2,1063,1116,1146,151,54,270,603
"ROCKLAND","MIDDLE/HIGH","FEMALE",218,218,394,759,281,1090,4854,16,1849,4024,4156,1109,90,1183,4464
"ROCKLAND","MIDDLE/HIGH","FEMALE",218,218,394,759,249,58,525,1,2047,1529,1482,146,131,333,456
"ROCKLAND","MIDDLE/HIGH","FEMALE",218,218,394,759,117,36,343,1,1832,1160,1221,83,52,276,338
"ROCKLAND","MIDDLE/HIGH","MALE",223,223,449,718,362,159,622,2,1063,1116,1146,151,54,270,603
"ROCKLAND","MIDDLE/HIGH","MALE",223,223,449,718,281,1090,4854,16,1849,4024,4156,1109,90,1183,4464
"ROCKLAND","MIDDLE/HIGH","MALE",223,223,449,718,249,58,525,1,2047,1529,1482,146,131,333,456
"ROCKLAND","MIDDLE/HIGH","MALE",223,223,449,718,117,36,343,1,1832,1160,1221,83,52,276,338
"SARATOGA","ELEMENTARY","FEMALE",179,179,295,783,3,3,18,2,1088,554,589,1,29,121,552
"SARATOGA","ELEMENTARY","FEMALE",179,179,295,783,22,24,116,2,2778,1441,1586,10,85,404,1079
"SARATOGA","ELEMENTARY","FEMALE",179,179,295,783,129,106,250,1,5623,3142,3227,67,260,682,1508
"SARATOGA","ELEMENTARY","MALE",174,174,329,828,3,3,18,2,1088,554,589,1,29,121,552
"SARATOGA","ELEMENTARY","MALE",174,174,329,828,22,24,116,2,2778,1441,1586,10,85,404,1079
"SARATOGA","ELEMENTARY","MALE",174,174,329,828,129,106,250,1,5623,3142,3227,67,260,682,1508
"SARATOGA","MIDDLE/HIGH","FEMALE",147,147,263,490,3,3,18,2,1088,554,589,1,29,121,552
"SARATOGA","MIDDLE/HIGH","FEMALE",147,147,263,490,22,24,116,2,2778,1441,1586,10,85,404,1079
"SARATOGA","MIDDLE/HIGH","FEMALE",147,147,263,490,129,106,250,1,5623,3142,3227,67,260,682,1508
"SARATOGA","MIDDLE/HIGH","MALE",96,96,214,508,3,3,18,2,1088,554,589,1,29,121,552
"SARATOGA","MIDDLE/HIGH","MALE",96,96,214,508,22,24,116,2,2778,1441,1586,10,85,404,1079
"SARATOGA","MIDDLE/HIGH","MALE",96,96,214,508,129,106,250,1,5623,3142,3227,67,260,682,1508
"SCHENECTADY","ELEMENTARY","FEMALE",84,84,161,429,694,196,234,10,2946,2056,2230,118,206,459,675
"SCHENECTADY","ELEMENTARY","FEMALE",84,84,161,429,99,128,248,9,2130,1379,1420,34,185,382,1258
"SCHENECTADY","ELEMENTARY","MALE",98,98,195,476,694,196,234,10,2946,2056,2230,118,206,459,675
"SCHENECTADY","ELEMENTARY","MALE",98,98,195,476,99,128,248,9,2130,1379,1420,34,185,382,1258
"SCHENECTADY","MIDDLE/HIGH","FEMALE",83,83,153,296,694,196,234,10,2946,2056,2230,118,206,459,675
"SCHENECTADY","MIDDLE/HIGH","FEMALE",83,83,153,296,99,128,248,9,2130,1379,1420,34,185,382,1258
"SCHENECTADY","MIDDLE/HIGH","MALE",75,75,165,286,694,196,234,10,2946,2056,2230,118,206,459,675
"SCHENECTADY","MIDDLE/HIGH","MALE",75,75,165,286,99,128,248,9,2130,1379,1420,34,185,382,1258
"SCHUYLER","ELEMENTARY","FEMALE",12,12,20,66,4,2,13,2,746,370,427,0,30,108,394
"SCHUYLER","ELEMENTARY","MALE",13,13,21,59,4,2,13,2,746,370,427,0,30,108,394
"SENECA","ELEMENTARY","FEMALE",32,32,46,52,27,33,75,21,1016,595,634,12,57,155,622
"SENECA","ELEMENTARY","MALE",22,22,43,79,27,33,75,21,1016,595,634,12,57,155,622
"SENECA","MIDDLE/HIGH","FEMALE",12,12,30,55,27,33,75,21,1016,595,634,12,57,155,622
"SENECA","MIDDLE/HIGH","MALE",19,19,47,40,27,33,75,21,1016,595,634,12,57,155,622
"ST. LAWRENCE","ELEMENTARY","FEMALE",26,26,59,83,4,3,5,2,260,144,139,0,9,57,202
"ST. LAWRENCE","ELEMENTARY","FEMALE",26,26,59,83,6,3,10,6,951,496,491,0,11,130,562
"ST. LAWRENCE","ELEMENTARY","MALE",18,18,50,59,6,3,10,6,951,496,491,0,11,130,562
"ST. LAWRENCE","MIDDLE/HIGH","FEMALE",16,16,42,28,6,3,10,6,951,496,491,0,11,130,562
"ST. LAWRENCE","MIDDLE/HIGH","MALE",9,9,42,39,6,3,10,6,951,496,491,0,11,130,562
"STEUBEN","ELEMENTARY","FEMALE",65,65,146,230,3,35,15,1,1485,763,784,2,8,203,842
"STEUBEN","ELEMENTARY","FEMALE",65,65,146,230,18,63,72,1,1372,817,801,33,92,290,837
"STEUBEN","ELEMENTARY","FEMALE",65,65,146,230,2,7,4,1,358,197,191,0,16,67,182
"STEUBEN","ELEMENTARY","MALE",69,69,157,262,3,35,15,1,1485,763,784,2,8,203,842
"STEUBEN","ELEMENTARY","MALE",69,69,157,262,18,63,72,1,1372,817,801,33,92,290,837
"STEUBEN","ELEMENTARY","MALE",69,69,157,262,6,2,20,2,444,223,253,9,2,55,223
"STEUBEN","ELEMENTARY","MALE",69,69,157,262,1,1,3,1,412,195,226,0,3,85,199
"STEUBEN","MIDDLE/HIGH","FEMALE",45,45,98,140,3,35,15,1,1485,763,784,2,8,203,842
"STEUBEN","MIDDLE/HIGH","FEMALE",45,45,98,140,18,63,72,1,1372,817,801,33,92,290,837
"STEUBEN","MIDDLE/HIGH","FEMALE",45,45,98,140,1,1,3,1,412,195,226,0,3,85,199
"STEUBEN","MIDDLE/HIGH","MALE",47,47,128,146,3,35,15,1,1485,763,784,2,8,203,842
"STEUBEN","MIDDLE/HIGH","MALE",47,47,128,146,18,63,72,1,1372,817,801,33,92,290,837
"STEUBEN","MIDDLE/HIGH","MALE",47,47,128,146,2,7,4,1,358,197,191,0,16,67,182
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,53,49,236,1,1179,768,786,38,36,197,230
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,271,1085,1402,18,1636,2208,2341,302,137,663,2182
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,40,1097,1703,22,147,1459,1649,637,99,403,2277
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,550,795,1086,4,1454,1952,2063,262,126,609,1913
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,105,125,1177,9,2227,1911,1859,264,127,591,1336
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,771,424,2221,28,8826,6207,6395,343,332,2177,3445
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,91,6,117,2,800,512,540,33,36,178,77
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,131,29,180,1,1796,1039,1128,15,30,299,223
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,767,464,2391,3,5665,4645,4911,596,266,1458,3705
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,174,381,3393,12,3368,3672,3905,1003,249,1142,4133
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,240,1336,3424,40,3702,4507,4710,611,475,1347,5593
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,21,75,259,59,1149,750,814,87,1,298,363
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,75,699,1689,16,1557,2006,2185,0,155,599,2553
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,150,39,641,3,4110,2423,2652,167,132,795,797
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,1365,953,998,20,4120,3810,4019,221,373,1464,1670
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,168,130,435,3,2173,1488,1540,105,119,458,488
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,129,145,804,3,1553,1379,1347,149,92,394,903
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,102,81,687,5,2655,1733,1895,77,98,579,872
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,295,115,424,4,2367,1552,1728,109,75,467,565
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,77,15,506,2,3395,1951,2154,26,110,638,652
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,69,565,3341,8,1983,2928,3143,0,105,841,0
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,515,118,832,14,6747,4174,4220,134,168,1281,843
"SUFFOLK","ELEMENTARY","FEMALE",1598,1598,3184,6436,8,9,165,7,68,139,128,0,10,32,0
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,53,49,236,1,1179,768,786,38,36,197,230
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,271,1085,1402,18,1636,2208,2341,302,137,663,2182
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,40,1097,1703,22,147,1459,1649,637,99,403,2277
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,550,795,1086,4,1454,1952,2063,262,126,609,1913
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,105,125,1177,9,2227,1911,1859,264,127,591,1336
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,771,424,2221,28,8826,6207,6395,343,332,2177,3445
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,91,6,117,2,800,512,540,33,36,178,77
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,131,29,180,1,1796,1039,1128,15,30,299,223
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,767,464,2391,3,5665,4645,4911,596,266,1458,3705
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,174,381,3393,12,3368,3672,3905,1003,249,1142,4133
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,240,1336,3424,40,3702,4507,4710,611,475,1347,5593
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,21,75,259,59,1149,750,814,87,1,298,363
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,75,699,1689,16,1557,2006,2185,0,155,599,2553
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,150,39,641,3,4110,2423,2652,167,132,795,797
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,1365,953,998,20,4120,3810,4019,221,373,1464,1670
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,168,130,435,3,2173,1488,1540,105,119,458,488
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,129,145,804,3,1553,1379,1347,149,92,394,903
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,102,81,687,5,2655,1733,1895,77,98,579,872
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,295,115,424,4,2367,1552,1728,109,75,467,565
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,77,15,506,2,3395,1951,2154,26,110,638,652
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,69,565,3341,8,1983,2928,3143,0,105,841,0
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,515,118,832,14,6747,4174,4220,134,168,1281,843
"SUFFOLK","ELEMENTARY","MALE",1665,1665,3625,6390,8,9,165,7,68,139,128,0,10,32,0
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,53,49,236,1,1179,768,786,38,36,197,230
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,271,1085,1402,18,1636,2208,2341,302,137,663,2182
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,40,1097,1703,22,147,1459,1649,637,99,403,2277
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,550,795,1086,4,1454,1952,2063,262,126,609,1913
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,105,125,1177,9,2227,1911,1859,264,127,591,1336
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,771,424,2221,28,8826,6207,6395,343,332,2177,3445
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,91,6,117,2,800,512,540,33,36,178,77
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,131,29,180,1,1796,1039,1128,15,30,299,223
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,767,464,2391,3,5665,4645,4911,596,266,1458,3705
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,174,381,3393,12,3368,3672,3905,1003,249,1142,4133
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,240,1336,3424,40,3702,4507,4710,611,475,1347,5593
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,21,75,259,59,1149,750,814,87,1,298,363
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,75,699,1689,16,1557,2006,2185,0,155,599,2553
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,150,39,641,3,4110,2423,2652,167,132,795,797
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,1365,953,998,20,4120,3810,4019,221,373,1464,1670
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,168,130,435,3,2173,1488,1540,105,119,458,488
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,129,145,804,3,1553,1379,1347,149,92,394,903
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,102,81,687,5,2655,1733,1895,77,98,579,872
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,295,115,424,4,2367,1552,1728,109,75,467,565
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,77,15,506,2,3395,1951,2154,26,110,638,652
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,69,565,3341,8,1983,2928,3143,0,105,841,0
"SUFFOLK","MIDDLE/HIGH","FEMALE",1363,1363,2599,4544,515,118,832,14,6747,4174,4220,134,168,1281,843
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,53,49,236,1,1179,768,786,38,36,197,230
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,271,1085,1402,18,1636,2208,2341,302,137,663,2182
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,40,1097,1703,22,147,1459,1649,637,99,403,2277
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,550,795,1086,4,1454,1952,2063,262,126,609,1913
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,105,125,1177,9,2227,1911,1859,264,127,591,1336
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,771,424,2221,28,8826,6207,6395,343,332,2177,3445
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,91,6,117,2,800,512,540,33,36,178,77
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,131,29,180,1,1796,1039,1128,15,30,299,223
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,767,464,2391,3,5665,4645,4911,596,266,1458,3705
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,174,381,3393,12,3368,3672,3905,1003,249,1142,4133
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,240,1336,3424,40,3702,4507,4710,611,475,1347,5593
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,21,75,259,59,1149,750,814,87,1,298,363
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,75,699,1689,16,1557,2006,2185,0,155,599,2553
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,150,39,641,3,4110,2423,2652,167,132,795,797
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,1365,953,998,20,4120,3810,4019,221,373,1464,1670
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,168,130,435,3,2173,1488,1540,105,119,458,488
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,129,145,804,3,1553,1379,1347,149,92,394,903
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,102,81,687,5,2655,1733,1895,77,98,579,872
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,295,115,424,4,2367,1552,1728,109,75,467,565
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,77,15,506,2,3395,1951,2154,26,110,638,652
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,69,565,3341,8,1983,2928,3143,0,105,841,0
"SUFFOLK","MIDDLE/HIGH","MALE",1347,1347,2905,4446,515,118,832,14,6747,4174,4220,134,168,1281,843
"SULLIVAN","ELEMENTARY","FEMALE",56,56,108,222,22,128,789,7,416,737,707,273,82,192,999
"SULLIVAN","ELEMENTARY","FEMALE",56,56,108,222,2,3,50,2,413,249,233,1,12,44,222
"SULLIVAN","ELEMENTARY","FEMALE",56,56,108,222,10,8,103,3,907,507,561,13,37,142,409
"SULLIVAN","ELEMENTARY","MALE",50,50,110,226,22,128,789,7,416,737,707,273,82,192,999
"SULLIVAN","ELEMENTARY","MALE",50,50,110,226,2,3,50,2,413,249,233,1,12,44,222
"SULLIVAN","ELEMENTARY","MALE",50,50,110,226,10,8,103,3,907,507,561,13,37,142,409
"SULLIVAN","MIDDLE/HIGH","FEMALE",34,34,82,97,22,128,789,7,416,737,707,273,82,192,999
"SULLIVAN","MIDDLE/HIGH","FEMALE",34,34,82,97,2,3,50,2,413,249,233,1,12,44,222
"SULLIVAN","MIDDLE/HIGH","FEMALE",34,34,82,97,10,8,103,3,907,507,561,13,37,142,409
"SULLIVAN","MIDDLE/HIGH","MALE",30,30,95,93,22,128,789,7,416,737,707,273,82,192,999
"SULLIVAN","MIDDLE/HIGH","MALE",30,30,95,93,2,3,50,2,413,249,233,1,12,44,222
"SULLIVAN","MIDDLE/HIGH","MALE",30,30,95,93,10,8,103,3,907,507,561,13,37,142,409
"TIOGA","ELEMENTARY","FEMALE",34,34,76,142,14,12,19,1,1429,758,743,1,26,211,739
"TIOGA","ELEMENTARY","FEMALE",34,34,76,142,3,6,20,1,703,376,380,1,23,112,444
"TIOGA","ELEMENTARY","FEMALE",34,34,76,142,7,8,14,4,857,445,456,1,11,138,524
"TIOGA","ELEMENTARY","MALE",35,35,85,174,14,12,19,1,1429,758,743,1,26,211,739
"TIOGA","ELEMENTARY","MALE",35,35,85,174,3,6,20,1,703,376,380,1,23,112,444
"TIOGA","ELEMENTARY","MALE",35,35,85,174,7,8,14,4,857,445,456,1,11,138,524
"TIOGA","MIDDLE/HIGH","FEMALE",32,32,67,87,14,12,19,1,1429,758,743,1,26,211,739
"TIOGA","MIDDLE/HIGH","FEMALE",32,32,67,87,7,8,14,4,857,445,456,1,11,138,524
"TIOGA","MIDDLE/HIGH","MALE",27,27,66,68,14,12,19,1,1429,758,743,1,26,211,739
"TIOGA","MIDDLE/HIGH","MALE",27,27,66,68,7,8,14,4,857,445,456,1,11,138,524
"TOMPKINS","ELEMENTARY","FEMALE",104,104,203,609,5,17,25,1,772,428,424,4,32,109,357
"TOMPKINS","ELEMENTARY","FEMALE",104,104,203,609,547,402,406,17,3365,2574,2693,210,530,715,1877
"TOMPKINS","ELEMENTARY","FEMALE",104,104,203,609,46,11,45,4,952,585,602,21,129,131,342
"TOMPKINS","ELEMENTARY","MALE",111,111,208,581,5,17,25,1,772,428,424,4,32,109,357
"TOMPKINS","ELEMENTARY","MALE",111,111,208,581,547,402,406,17,3365,2574,2693,210,530,715,1877
"TOMPKINS","ELEMENTARY","MALE",111,111,208,581,46,11,45,4,952,585,602,21,129,131,342
"TOMPKINS","MIDDLE/HIGH","FEMALE",64,64,124,320,5,17,25,1,772,428,424,4,32,109,357
"TOMPKINS","MIDDLE/HIGH","FEMALE",64,64,124,320,547,402,406,17,3365,2574,2693,210,530,715,1877
"TOMPKINS","MIDDLE/HIGH","FEMALE",64,64,124,320,46,11,45,4,952,585,602,21,129,131,342
"TOMPKINS","MIDDLE/HIGH","MALE",64,64,134,335,5,17,25,1,772,428,424,4,32,109,357
"TOMPKINS","MIDDLE/HIGH","MALE",64,64,134,335,547,402,406,17,3365,2574,2693,210,530,715,1877
"TOMPKINS","MIDDLE/HIGH","MALE",64,64,134,335,46,11,45,4,952,585,602,21,129,131,342
"ULSTER","ELEMENTARY","FEMALE",224,224,460,868,169,795,1611,6,3422,3282,3314,506,593,1326,3635
"ULSTER","ELEMENTARY","FEMALE",224,224,460,868,69,107,249,3,1163,827,840,14,76,226,665
"ULSTER","ELEMENTARY","FEMALE",224,224,460,868,61,90,264,2,1532,1001,1034,48,86,313,557
"ULSTER","ELEMENTARY","FEMALE",224,224,460,868,32,179,698,2,1847,1349,1482,64,73,387,991
"ULSTER","ELEMENTARY","MALE",222,222,505,819,169,795,1611,6,3422,3282,3314,506,593,1326,3635
"ULSTER","ELEMENTARY","MALE",222,222,505,819,69,107,249,3,1163,827,840,14,76,226,665
